Permit_Number,Status,Street_Number,Pre_direction,Street_Name,Street_Suffix,Post_Direction,City,State,Zip_code,Work_Type,Use_Code,Added_Date,Issue_Date,Final_Date,Description,Application_Type,Location
365656,Completed,8516,,BRADMOOR,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/18/2004,12/27/2004,2/2/2005,Cash Bond PS5-20629,DEMOLITION OR MOVE PERMIT,"8516 BRADMOOR DR
BETHESDA, MD 20817
(38.996081, -77.119142)"
502342,Completed,7702,,MARBURY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/17/2008,1/23/2009,3/2/2009,Demo/Rebuild - BOND # PS9A40315,DEMOLITION OR MOVE PERMIT,"7702 MARBURY RD
BETHESDA, MD 20817
(38.987986, -77.122517)"
721444,Finaled,8924,,CHARRED OAK,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/23/2015,10/28/2015,2/3/2016,DEMO,DEMOLITION OR MOVE PERMIT,"8924 CHARRED OAK DR
BETHESDA, MD 20817
(39.003613, -77.162543)"
507320,Completed,5920,,ANNISTON,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,3/19/2009,4/10/2009,9/16/2009,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5920 ANNISTON RD
BETHESDA, MD 20817
(39.00782, -77.119848)"
665334,Completed,7604,,HOLIDAY,TER,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,3/7/2014,7/30/2014,9/20/2014,,DEMOLITION OR MOVE PERMIT,"7604 HOLIDAY TER
BETHESDA, MD 20817
(38.98653, -77.124067)"
901386,Completed,8820,,SAUNDERS,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/8/2020,4/14/2020,12/19/2022,,DEMOLITION OR MOVE PERMIT,"8820 SAUNDERS LN
BETHESDA, MD 20817
(38.98888, -77.18206)"
782879,Completed,14515,,FARADAY,DR,,ROCKVILLE,MD,20853,DEMOLISH,SINGLE FAMILY DWELLING,12/7/2016,12/27/2016,2/2/2017,,DEMOLITION OR MOVE PERMIT,"14515 FARADAY DR
ROCKVILLE, MD 20853
(39.095332, -77.083319)"
875129,Completed,6916,,WILSON,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,5/9/2019,6/18/2019,8/1/2019,,DEMOLITION OR MOVE PERMIT,"6916 WILSON LN
BETHESDA, MD 20817
(38.979638009, -77.141551961)"
1009051,Finaled,3708,,DUNLOP,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,10/5/2022,12/8/2022,2/26/2024,,DEMOLITION OR MOVE PERMIT,"3708 DUNLOP ST
CHEVY CHASE, MD 20815
(38.989937985, -77.074377964)"
426021,Issued,6665,,MACARTHUR,BLVD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,6/30/2006,6/21/2007,,demolition and rebuild,DEMOLITION OR MOVE PERMIT,"6665 MACARTHUR BLVD
BETHESDA, MD 20816
(38.950536, -77.125891)"
999728,Completed,10120,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20903,DEMOLISH,MULTIFAMILY DWELLING LOW RISE,7/12/2022,8/22/2022,8/27/2022,,DEMOLITION OR MOVE PERMIT,"10120 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.021723, -76.977262)"
702710,Completed,11301,,ROCKVILLE,PIKE,,KENSINGTON,MD,20895,DEMOLISH,STORAGE BUILDING,2/5/2015,7/14/2015,5/20/2016,demolition of garage D,DEMOLITION OR MOVE PERMIT,"11301 ROCKVILLE PIKE
KENSINGTON, MD 20895
(39.040451, -77.109575)"
275242,Completed,9809,,BROAD,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,4/19/2002,9/18/2002,4/4/2003,,DEMOLITION OR MOVE PERMIT,"9809 BROAD ST
BETHESDA, MD 20814
(39.017896, -77.11603)"
479054,Open,300,,WILLINGTON,DR,,SILVER SPRING,MD,20904,DEMOLISH,SINGLE FAMILY DWELLING,2/29/2008,,,Rebuild,DEMOLITION OR MOVE PERMIT,"300 WILLINGTON DR
SILVER SPRING, MD 20904
(39.050576, -77.002218)"
484297,Completed,5504,,ROOSEVELT,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,5/2/2008,5/30/2008,8/25/2008,demo/rebuild,DEMOLITION OR MOVE PERMIT,"5504 ROOSEVELT ST
BETHESDA, MD 20817
(38.995364, -77.112149)"
610560,Finaled,11,,DELTA,CT,,GAITHERSBURG,MD,20882,DEMOLISH,MISCELLANEOUS STRUCTURE,9/4/2012,9/17/2012,9/25/2012,BOND TRACKING PS13A52147,DEMOLITION OR MOVE PERMIT,"11 DELTA CT
GAITHERSBURG, MD 20882
(39.201553, -77.163164)"
800793,Completed,6801,,FLORIDA,ST,,CHEVY CHASE,MD,20815,DEMOLISH,RESIDENTIAL ACCESSORY STRUCTURE,5/26/2017,6/2/2017,6/9/2017,Demo detached garage - Pepco providing ground connection,DEMOLITION OR MOVE PERMIT,"6801 FLORIDA ST
CHEVY CHASE, MD 20815
(38.97805, -77.074119)"
431121,Finaled,5906,,KIRBY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/23/2006,11/21/2006,3/20/2007,"Demolition/rebuild
CASH BOND TRACKING PS7A35318",DEMOLITION OR MOVE PERMIT,"5906 KIRBY RD
BETHESDA, MD 20817
(38.985737, -77.119942)"
568574,Completed,5305,,SHERRILL,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,5/17/2011,5/31/2011,6/10/2011,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5305 SHERRILL AVE
CHEVY CHASE, MD 20815
(38.960902, -77.093589)"
494366,Finaled,5514,,LINCOLN,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/28/2008,10/2/2008,10/21/2008,Rebuild  PS9A39835,DEMOLITION OR MOVE PERMIT,"5514 LINCOLN ST
BETHESDA, MD 20817
(38.997753, -77.11348)"
583173,Issued,10115,,PATRICK,AVE,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,10/26/2011,2/2/2012,,Vacated building and abandoned sheds,DEMOLITION OR MOVE PERMIT,"10115 PATRICK AVE
GAITHERSBURG, MD 20878
(39.085253, -77.234124)"
304931,Completed,10823,,BURBANK,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,5/6/2003,7/1/2003,3/12/2004,Cash Bond PS3A11657,DEMOLITION OR MOVE PERMIT,"10823 BURBANK DR
POTOMAC, MD 20854
(39.018329, -77.22429)"
301321,Completed,7106,,45TH,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,3/31/2003,6/4/2003,8/12/2004,CASH BOND TRACKING #PS3A11674,DEMOLITION OR MOVE PERMIT,"7106 45TH ST
CHEVY CHASE, MD 20815
(38.981087, -77.089634)"
506471,Issued,1008,,EAST WEST,HWY,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,3/9/2009,6/11/2009,,Demo SFD used as Commercial Business Building - no intention to rebuild within a year.,DEMOLITION OR MOVE PERMIT,"1008 EAST WEST HWY
SILVER SPRING, MD 20910
(38.988274, -77.027393)"
388803,Completed,4812,,LELAND,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,6/27/2005,8/25/2005,10/10/2005,demo and rebild in one year  (cash bond PS6A25119),DEMOLITION OR MOVE PERMIT,"4812 LELAND ST
CHEVY CHASE, MD 20815
(38.979835, -77.094725)"
468316,Completed,7905,,KENTBURY,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,10/12/2007,2/28/2008,5/7/2008,demo/rebuild,DEMOLITION OR MOVE PERMIT,"7905 KENTBURY DR
BETHESDA, MD 20814
(38.988508, -77.084844)"
530779,Issued,10130,,COUNSELMAN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,2/9/2010,4/4/2011,,SFD Demo Only,DEMOLITION OR MOVE PERMIT,"10130 COUNSELMAN RD
POTOMAC, MD 20854
(39.022455, -77.203467)"
715296,Completed,7210,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/4/2015,7/9/2015,8/11/2015,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7210 FAIRFAX RD
BETHESDA, MD 20814
(38.982501, -77.105199)"
248632,Completed,7806,,ABERDEEN,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,5/21/2001,7/5/2001,2/11/2002,PS1A7669,DEMOLITION OR MOVE PERMIT,"7806 ABERDEEN RD
BETHESDA, MD 20814
(38.986948, -77.113667)"
595734,Finaled,6519,,BANNOCKBURN,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,4/10/2012,4/23/2012,3/29/2013,"Demolition/Rebuild
Cash Bond PS12A47020",DEMOLITION OR MOVE PERMIT,"6519 BANNOCKBURN DR
BETHESDA, MD 20817
(38.975911, -77.135077)"
530350,Completed,4508,,EVERETT,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,1/29/2010,3/19/2010,4/20/2010,Rebuild.  Cash Bond PS10A42335,DEMOLITION OR MOVE PERMIT,"4508 EVERETT ST
KENSINGTON, MD 20895
(39.023345, -77.089996)"
947927,Issued,21414,,GEORGIA,AVE,,BROOKEVILLE,MD,20833,DEMOLISH,SHED,4/5/2021,6/8/2021,,,DEMOLITION OR MOVE PERMIT,"21414 GEORGIA AVE
BROOKEVILLE, MD 20833
(39.209922, -77.062813)"
593773,Issued,12309,,BROOKHAVEN,DR,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,3/16/2012,6/5/2012,,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"12309 BROOKHAVEN DR
SILVER SPRING, MD 20902
(39.057615, -77.015936)"
805285,Finaled,5110,,ELSMERE,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,7/3/2017,8/16/2017,8/30/2017,demo to rebuild,DEMOLITION OR MOVE PERMIT,"5110 ELSMERE AVE
BETHESDA, MD 20814
(39.009841, -77.102539)"
830466,Finaled,9930,,LOGAN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,3/13/2018,8/16/2018,9/18/2019,DEMO TO REBUILD,DEMOLITION OR MOVE PERMIT,"9930 LOGAN DR
POTOMAC, MD 20854
(39.00824, -77.205807)"
575271,Finaled,8311,,THOREAU,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/25/2011,8/24/2011,10/10/2011,"DEMO/REBUILD
BOND TRACKING #PS12A45237",DEMOLITION OR MOVE PERMIT,"8311 THOREAU DR
BETHESDA, MD 20817
(38.992946, -77.130312)"
624702,Completed,7001,,ARLINGTON,RD,,BETHESDA,MD,20814,DEMOLISH,POST OFFICE,1/29/2013,3/1/2013,2/18/2014,DEMOLISH EXISTING POST OFFICE,DEMOLITION OR MOVE PERMIT,"7001 ARLINGTON RD
BETHESDA, MD 20814
(38.979891, -77.098373)"
565489,Completed,9805,,LOGAN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,4/11/2011,6/10/2011,10/28/2011,Demolition of existing home.,DEMOLITION OR MOVE PERMIT,"9805 LOGAN DR
POTOMAC, MD 20854
(39.008187, -77.201814)"
860793,Completed,6420,,BRADLEY,BLVD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/12/2018,4/19/2019,5/23/2019,Demolish existing single family Dwelling and accessory structure on site,DEMOLITION OR MOVE PERMIT,"6420 BRADLEY BLVD
BETHESDA, MD 20817
(38.997389, -77.130391)"
602631,Completed,9903,,BROAD,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/20/2012,9/10/2012,9/26/2012,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"9903 BROAD ST
BETHESDA, MD 20814
(39.019131, -77.1156)"
631220,Completed,10612,,BURBANK,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,4/11/2013,6/19/2013,9/24/2013,Demolition/rebuild&nbsp;&nbsp; CASH BOND PS13A60910,DEMOLITION OR MOVE PERMIT,"10612 BURBANK DR
POTOMAC, MD 20854
(39.015221, -77.218994)"
659367,Completed,8608,,MELWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/2/2014,2/28/2014,2/24/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8608 MELWOOD RD
BETHESDA, MD 20817
(38.997384007, -77.127864983)"
1012279,Stop Work,2425,,REEDIE,DR,,SILVER SPRING,MD,20902,DEMOLISH,ASSEMBLY BUILDING,11/4/2022,,,,DEMOLITION OR MOVE PERMIT,"2425 REEDIE DR
SILVER SPRING, MD 20902
(39.03847, -77.05184)"
636028,Finaled,5409,,HILLERY,WAY,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,5/22/2013,6/10/2013,6/20/2013,"3 Car Detached Garage

BOND TRACKING PS13A62750",DEMOLITION OR MOVE PERMIT,"5409 HILLERY WAY
ROCKVILLE, MD 20852
(39.038506, -77.109991)"
226846,Completed,7825,,MUNCASTER MILL,RD,,GAITHERSBURG,MD,20877,DEMOLISH,SINGLE FAMILY DWELLING,8/18/2000,9/29/2000,10/16/2000,bond number ps1a6137,DEMOLITION OR MOVE PERMIT,"7825 MUNCASTER MILL RD
GAITHERSBURG, MD 20877
(39.157127, -77.157907)"
342134,Finaled,12970,,MIDDLEBROOK,RD,,GERMANTOWN,MD,20874,DEMOLISH,MERCANTILE BUILDING,4/26/2004,5/17/2004,6/8/2004,"12922,12926,12930,12932,12934,12936,12938,12940,12944,12948,12956,12958,12964,12968,12970,12972 Middlebrook Road.",DEMOLITION OR MOVE PERMIT,"12970 MIDDLEBROOK RD
GERMANTOWN, MD 20874
(39.180916, -77.269263)"
538789,Completed,8700,,FALLEN OAK,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,5/25/2010,11/24/2010,12/8/2010,"demo/rebuild 
BOND TRACKING #PS10A42622",DEMOLITION OR MOVE PERMIT,"8700 FALLEN OAK DR
BETHESDA, MD 20817
(38.998766, -77.130897)"
742717,Completed,6505,,PYLE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/22/2016,3/28/2016,6/21/2016,DEMO,DEMOLITION OR MOVE PERMIT,"6505 PYLE RD
BETHESDA, MD 20817
(38.974645, -77.13383)"
428792,Finaled,4403,,LELAND,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/31/2006,10/13/2006,4/26/2007,DEMOLITION/REBUILD-PS7A34466,DEMOLITION OR MOVE PERMIT,"4403 LELAND ST
CHEVY CHASE, MD 20815
(38.980425, -77.088709)"
900928,Issued,7015,,ARLINGTON,RD,,BETHESDA,MD,20814,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,1/3/2020,1/24/2020,,COMMERCIAL DEMOLITION,DEMOLITION OR MOVE PERMIT,"7015 ARLINGTON RD
BETHESDA, MD 20814
(38.980057, -77.098375)"
421903,Completed,7410,,ARDEN,RD,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,5/22/2006,12/28/2006,10/15/2007,Performance Bond-Tracking No. 35968,DEMOLITION OR MOVE PERMIT,"7410 ARDEN RD
CABIN JOHN, MD 20818
(38.974456, -77.15246)"
356202,Finaled,4832,,DRUMMOND,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,8/25/2004,4/25/2005,10/19/2006,,DEMOLITION OR MOVE PERMIT,"4832 DRUMMOND AVE
CHEVY CHASE, MD 20815
(38.970618, -77.097957)"
838677,Finaled,9619,,ALTA VISTA,TER,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,5/23/2018,7/24/2018,3/18/2024,demolition of a detached single family home,DEMOLITION OR MOVE PERMIT,"9619 ALTA VISTA TER
BETHESDA, MD 20814
(39.013563008, -77.104068006)"
656259,Completed,5505,,NORTHFIELD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/26/2013,12/13/2013,4/28/2014,"Rebuild

bond tracking PS14A71010",DEMOLITION OR MOVE PERMIT,"5505 NORTHFIELD RD
BETHESDA, MD 20817
(38.99382, -77.111696)"
282062,Completed,9400,,RIVER,RD,,ROCKVILLE,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,7/8/2002,12/11/2002,1/28/2003,,DEMOLITION OR MOVE PERMIT,"9400 RIVER RD
ROCKVILLE, MD 20854
(39.007193, -77.192061)"
676221,Completed,7520,,WESTFIELD,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/11/2014,8/29/2014,10/16/2014,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7520 WESTFIELD DR
BETHESDA, MD 20817
(38.985386, -77.124639)"
773794,Completed,5240,,BALTIMORE,AVE,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,9/25/2016,10/26/2016,5/22/2017,Demolition of existing residence.,DEMOLITION OR MOVE PERMIT,"5240 BALTIMORE AVE
BETHESDA, MD 20816
(38.959553, -77.096817)"
807988,Issued,8029,,PARK,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,7/26/2017,9/19/2017,,demo/rebuild,DEMOLITION OR MOVE PERMIT,"8029 PARK LN
BETHESDA, MD 20814
(38.99076, -77.106276)"
912356,Completed,6807,,HILLMEAD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,4/30/2020,7/9/2020,2/19/2021,,DEMOLITION OR MOVE PERMIT,"6807 HILLMEAD RD
BETHESDA, MD 20817
(39.001377, -77.139382)"
640796,Completed,8306,,MELODY,CT,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/3/2013,8/12/2013,9/4/2013,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"8306 MELODY CT
BETHESDA, MD 20817
(38.993273, -77.134768)"
401695,Completed,6528,E,HALBERT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/21/2005,12/7/2005,7/26/2007,Demo/rebuild-Cash Bond PS6A27813,DEMOLITION OR MOVE PERMIT,"6528 HALBERT E RD
BETHESDA, MD 20817
(38.976014, -77.139392)"
376192,Completed,4502,,MAPLE,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,3/10/2005,4/21/2005,5/16/2005,Cash Bond PS522682,DEMOLITION OR MOVE PERMIT,"4502 MAPLE AVE
BETHESDA, MD 20814
(38.992132, -77.089906)"
975505,Completed,5112,,WESTRIDGE,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,11/24/2021,3/29/2022,5/19/2022,,DEMOLITION OR MOVE PERMIT,"5112 WESTRIDGE RD
BETHESDA, MD 20816
(38.95841, -77.10423)"
680528,Finaled,17905,,PRINCE PHILIP,DR,,OLNEY,MD,20832,DEMOLISH,SINGLE FAMILY DWELLING,7/15/2014,2/19/2015,10/19/2015,SFD,DEMOLITION OR MOVE PERMIT,"17905 PRINCE PHILIP DR
OLNEY, MD 20832
(39.150657, -77.057418)"
441789,Finaled,13701,,DARNESTOWN,RD,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,12/27/2006,1/23/2007,9/4/2007,Rebuild,DEMOLITION OR MOVE PERMIT,"13701 DARNESTOWN RD
GAITHERSBURG, MD 20878
(39.105552, -77.284546)"
948519,Completed,6107,,MADAWASKA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,4/9/2021,6/30/2021,9/2/2021,,DEMOLITION OR MOVE PERMIT,"6107 MADAWASKA RD
BETHESDA, MD 20816
(38.958387, -77.124306)"
415078,Completed,13210,,BEAVER,TER,,ROCKVILLE,MD,20853,DEMOLISH,SWIMMING POOL - ABOVE GROUND,3/20/2006,10/18/2006,1/2/2007,Demolishing swimming pool-Certificate of Guaranty - Tracking No. 30821,DEMOLITION OR MOVE PERMIT,"13210 BEAVER TER
ROCKVILLE, MD 20853
(39.075341, -77.080565)"
395086,Finaled,612,,PHILADELPHIA,AVE,,TAKOMA PARK,MD,20912,DEMOLISH,GARAGE,8/22/2005,9/8/2005,10/31/2006,"Demo Garage only, HAWP 392230, PS6A25805",DEMOLITION OR MOVE PERMIT,"612 PHILADELPHIA AVE
TAKOMA PARK, MD 20912
(38.985769, -77.020106)"
736199,Completed,9904,,MONTAUK,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/16/2015,2/25/2016,5/11/2016,demo,DEMOLITION OR MOVE PERMIT,"9904 MONTAUK AVE
BETHESDA, MD 20817
(39.018608997, -77.129272976)"
268345,Issued,4308,,ROSEDALE,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,1/30/2002,3/12/2002,,CASH BOND:  PS2A8843,DEMOLITION OR MOVE PERMIT,"4308 ROSEDALE AVE
BETHESDA, MD 20814
(38.992259, -77.085026)"
454410,Completed,10104,,EDWARD,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,5/23/2007,6/13/2007,11/30/2007,Demo/Rebuild-PS7A37002,DEMOLITION OR MOVE PERMIT,"10104 EDWARD AVE
BETHESDA, MD 20814
(39.021618, -77.112666)"
499588,Issued,17200,,CASHELL,RD,,ROCKVILLE,MD,20853,DEMOLISH,ASSEMBLY BUILDING,11/6/2008,12/9/2009,,demolition of poolhouse @ Norbeck Country Club,DEMOLITION OR MOVE PERMIT,"17200 CASHELL RD
ROCKVILLE, MD 20853
(39.137517, -77.094454)"
260513,Finaled,13610,,QUERY MILL,RD,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,10/10/2001,10/23/2001,12/12/2001,PS2A8335,DEMOLITION OR MOVE PERMIT,"13610 QUERY MILL RD
GAITHERSBURG, MD 20878
(39.078436, -77.270485)"
298986,Finaled,9211,,SHELTON,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,2/27/2003,5/14/2003,8/12/2003,CASH BOND PS3A11267,DEMOLITION OR MOVE PERMIT,"9211 SHELTON ST
BETHESDA, MD 20817
(39.006793, -77.127873)"
720252,Completed,4814,,FALSTONE,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/14/2015,7/24/2015,1/7/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4814 FALSTONE AVE
CHEVY CHASE, MD 20815
(38.966392, -77.098552)"
306565,Completed,3506,,CUMMINGS,LN,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,5/20/2003,8/14/2003,12/2/2003,Cash Bond PS4-13054,DEMOLITION OR MOVE PERMIT,"3506 CUMMINGS LN
CHEVY CHASE, MD 20815
(38.978401, -77.069688)"
882603,Finaled,4411,,ELM,ST,,CHEVY CHASE,MD,20815,DEMOLISH,,7/15/2019,9/26/2019,3/13/2024,,DEMOLITION OR MOVE PERMIT,"4411 ELM ST
CHEVY CHASE, MD 20815
(38.982982011, -77.089977021)"
453493,Completed,3717,,DUPONT,AVE,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,5/15/2007,7/17/2007,7/12/2019,Demo/Rebuild (Bond #PS8A37302),DEMOLITION OR MOVE PERMIT,"3717 DUPONT AVE
KENSINGTON, MD 20895
(39.031004, -77.07392)"
913740,Issued,911,,PROSE,ST,,ROCKVILLE,MD,20852,DEMOLISH,MISCELLANEOUS STRUCTURE,5/15/2020,6/2/2020,,,DEMOLITION OR MOVE PERMIT,"911 PROSE ST
ROCKVILLE, MD 20852"
629654,Completed,4411,,WALSH,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,3/26/2013,8/19/2013,6/26/2014,DEMO/Rebuild,DEMOLITION OR MOVE PERMIT,"4411 WALSH ST
CHEVY CHASE, MD 20815
(38.979822997, -77.088502979)"
576307,Completed,7607,,NEWMARKET,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/4/2011,10/14/2011,10/19/2011,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7607 NEWMARKET DR
BETHESDA, MD 20817
(38.986287, -77.126055)"
341339,Completed,7726,,BRADLEY,BLVD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,4/19/2004,7/6/2004,7/8/2005,CASH BOND PS4A16789,DEMOLITION OR MOVE PERMIT,"7726 BRADLEY BLVD
BETHESDA, MD 20817
(39.012542, -77.15777)"
252264,Finaled,13208,,EWOOD,LN,,SILVER SPRING,MD,20906,DEMOLISH,SINGLE FAMILY DWELLING,6/29/2001,9/26/2001,2/12/2002,,DEMOLITION OR MOVE PERMIT,"13208 EWOOD LN
SILVER SPRING, MD 20906
(39.071997, -77.048463)"
803611,Completed,9506,,LINDALE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/20/2017,8/31/2017,10/9/2017,DEMO TO REBUILD,DEMOLITION OR MOVE PERMIT,"9506 LINDALE DR
BETHESDA, MD 20817
(39.011699, -77.120235)"
744005,Completed,5322,,ALLANDALE,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,2/8/2016,4/13/2016,3/8/2017,"Demolition/rebuild

bond tracking 













PS16A102385",DEMOLITION OR MOVE PERMIT,"5322 ALLANDALE RD
BETHESDA, MD 20816
(38.961515, -77.10179)"
628781,Finaled,7117,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,3/15/2013,5/28/2013,6/13/2013,"Rebuild

PS13A59070",DEMOLITION OR MOVE PERMIT,"7117 FAIRFAX RD
BETHESDA, MD 20814
(38.980645, -77.104654)"
416849,Completed,3808,,HOWARD,AVE,,KENSINGTON,MD,20895,DEMOLISH,MERCANTILE BUILDING,4/5/2006,8/29/2006,4/4/2018,,DEMOLITION OR MOVE PERMIT,"3808 HOWARD AVE
KENSINGTON, MD 20895
(39.027987, -77.074587)"
412125,Completed,5912,,BEECH,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,2/16/2006,4/28/2006,8/16/2006,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5912 BEECH AVE
BETHESDA, MD 20817
(39.006948, -77.119771)"
850799,Finaled,2924,,WEISMAN,RD,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,9/5/2018,10/12/2018,9/20/2019,DEMO/Rebuild,DEMOLITION OR MOVE PERMIT,"2924 WEISMAN RD
SILVER SPRING, MD 20902
(39.056253, -77.061084)"
453570,Finaled,10011,,DICKENS,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,5/16/2007,10/26/2007,5/28/2008,CASH BOND PS8A37920,DEMOLITION OR MOVE PERMIT,"10011 DICKENS AVE
BETHESDA, MD 20814
(39.020926, -77.113632)"
